# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-09-19 20:43:43 -04:00	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02331600 CHATTAHOOCHEE RIVER NEAR CORNELIA, GA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 02331600
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    36248       00045        00006      39444          Precipitation, total, inches (Sum)
#    36244       00060        00003      39442          Discharge, cubic feet per second (Mean)
#    36247       00065        00003      39443          Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#
agency_cd	site_no	datetime	36248_00045_00006	36248_00045_00006_cd	36244_00060_00003	36244_00060_00003_cd	36247_00065_00003	36247_00065_00003_cd
USGS	02331600	2012-10-26	0.00	A	282	A	0.69	A
USGS	02331600	2012-10-27	0.00	A	281	A	0.69	A
USGS	02331600	2012-10-28	0.00	A	276	A	0.67	A
USGS	02331600	2012-10-29	0.00	A	271	A	0.66	A
USGS	02331600	2012-10-30	0.00	A	257	A	0.63	A
USGS	02331600	2012-10-31	0.00	A	258	A	0.63	A
USGS	02331600	2012-11-01	0.00	A	254	A	0.62	A
USGS	02331600	2012-11-02	0.00	A	255	A	0.62	A
USGS	02331600	2012-11-03	0.00	A	257	A	0.63	A
USGS	02331600	2012-11-04	0.00	A	259	A	0.63	A
USGS	02331600	2012-11-05	0.00	A	257	A	0.63	A
USGS	02331600	2012-11-06	0.34	A	276	A	0.67	A
USGS	02331600	2012-11-07	0.06	A	286	A	0.70	A
USGS	02331600	2012-11-08	0.01	A	274	A	0.67	A
USGS	02331600	2012-11-09	0.00	A	261	A	0.64	A
USGS	02331600	2012-11-10	0.00	A	254	A	0.62	A
USGS	02331600	2012-11-11	0.00	A	253	A	0.62	A
USGS	02331600	2012-11-12	0.05	A	258	A	0.63	A
USGS	02331600	2012-11-13	0.00	A	291	A	0.71	A
USGS	02331600	2012-11-14	0.01	A	264	A	0.65	A
USGS	02331600	2012-11-15	0.02	A	259	A	0.63	A
USGS	02331600	2012-11-16	0.01	A	258	A	0.63	A
USGS	02331600	2012-11-17	0.00	A	253	A	0.62	A
USGS	02331600	2012-11-18	0.00	A	246	A	0.60	A
USGS	02331600	2012-11-19	0.00	A	243	A	0.59	A
USGS	02331600	2012-11-20	0.00	A	250	A	0.61	A
USGS	02331600	2012-11-21	0.00	A	245	A	0.60	A
USGS	02331600	2012-11-22	0.00	A	242	A	0.59	A
USGS	02331600	2012-11-23	0.00	A	240	A	0.58	A
USGS	02331600	2012-11-24	0.00	A	238	A	0.58	A
USGS	02331600	2012-11-25	0.00	A	232	A	0.56	A
USGS	02331600	2012-11-26	0.00	A	232	A	0.56	A
USGS	02331600	2012-11-27	0.04	A	236	A	0.57	A
USGS	02331600	2012-11-28	0.00	A	235	A	0.57	A
USGS	02331600	2012-11-29	0.00	A	229	A	0.55	A
USGS	02331600	2012-11-30	0.00	A	227	A	0.55	A
USGS	02331600	2012-12-01	0.00	A	230	A	0.56	A
USGS	02331600	2012-12-02	0.00	A	229	A	0.56	A
USGS	02331600	2012-12-03	0.00	A	228	A	0.55	A
USGS	02331600	2012-12-04	0.00	A	228	A	0.55	A
USGS	02331600	2012-12-05	0.21	A	237	A	0.58	A
USGS	02331600	2012-12-06	0.00	A	243	A	0.59	A
USGS	02331600	2012-12-07	0.00	A	231	A	0.56	A
USGS	02331600	2012-12-08	0.44	A	239	A	0.58	A
USGS	02331600	2012-12-09	0.00	A	259	A	0.63	A
USGS	02331600	2012-12-10	0.44	A	275	A	0.67	A
USGS	02331600	2012-12-11	0.00	A	404	A	0.93	A
USGS	02331600	2012-12-12	0.00	A	286	A	0.70	A
USGS	02331600	2012-12-13	0.00	A	258	A	0.63	A
USGS	02331600	2012-12-14	0.00	A	243	A	0.59	A
USGS	02331600	2012-12-15	0.00	A	235	A	0.57	A
USGS	02331600	2012-12-16	0.95	A	258	A	0.63	A
USGS	02331600	2012-12-17	0.16	A	453	A	1.02	A
USGS	02331600	2012-12-18	0.00	A	399	A	0.92	A
USGS	02331600	2012-12-19	0.00	A	317	A	0.77	A
USGS	02331600	2012-12-20	1.70	A	807	A	1.34	A
USGS	02331600	2012-12-21	0.00	A	1180	A	1.90	A
USGS	02331600	2012-12-22	0.00	A	586	A	1.21	A
USGS	02331600	2012-12-23	0.00	A	445	A	1.00	A
USGS	02331600	2012-12-24	0.86	A	577	A	1.18	A
USGS	02331600	2012-12-25	0.40	A	630	A	1.27	A
USGS	02331600	2012-12-26	1.09	A	2500	A	3.17	A
USGS	02331600	2012-12-27	0.00	A	1240	A	1.98	A
USGS	02331600	2012-12-28	0.16	A	816	A	1.50	A
USGS	02331600	2012-12-29	0.26	A	748	A	1.43	A
USGS	02331600	2012-12-30	0.00	A	618	A	1.26	A
USGS	02331600	2012-12-31	0.00	A	545	A	1.16	A
USGS	02331600	2013-01-01	0.94	A	559	A	1.18	A
USGS	02331600	2013-01-02	0.08	A	835	A	1.53	A
USGS	02331600	2013-01-03	0.00	A	667	A	1.33	A
USGS	02331600	2013-01-04	0.00	A	574	A	1.20	A
USGS	02331600	2013-01-05	0.02	A	522	A	1.13	A
USGS	02331600	2013-01-06	0.01	A	496	A	1.08	A
USGS	02331600	2013-01-07	0.00	A	460	A	1.03	A
USGS	02331600	2013-01-08	0.00	A	437	A	0.99	A
USGS	02331600	2013-01-09	0.00	A	425	A	0.97	A
USGS	02331600	2013-01-10	0.03	A	414	A	0.95	A
USGS	02331600	2013-01-11	0.67	A	593	A	1.20	A
USGS	02331600	2013-01-12	0.00	A	950	A	1.65	A
USGS	02331600	2013-01-13	0.03	A	705	A	1.37	A
USGS	02331600	2013-01-14	0.92	A	1240	A	1.95	A
USGS	02331600	2013-01-15	1.12	A	3040	A	3.69	A
USGS	02331600	2013-01-16	0.51	A	4910	A	5.36	A
USGS	02331600	2013-01-17	1.23	A	4450	A	4.90	A
USGS	02331600	2013-01-18	0.00	A	3570	A	4.18	A
USGS	02331600	2013-01-19	0.00	A	1990	A	2.73	A
USGS	02331600	2013-01-20	0.00	A	1570	A	2.33	A
USGS	02331600	2013-01-21	0.00	A	1320	A	2.07	A
USGS	02331600	2013-01-22	0.00	A	1160	A	1.89	A
USGS	02331600	2013-01-23	0.00	A	1060	A	1.78	A
USGS	02331600	2013-01-24	0.00	A	989	A	1.69	A
USGS	02331600	2013-01-25	0.04	A	908	A	1.61	A
USGS	02331600	2013-01-26	0.00	A	876	A	1.57	A
USGS	02331600	2013-01-27	0.00	A	821	A	1.51	A
USGS	02331600	2013-01-28	0.00	A	780	A	1.46	A
USGS	02331600	2013-01-29	0.07	A	762	A	1.44	A
USGS	02331600	2013-01-30	1.82	A	1690	A	2.35	A
USGS	02331600	2013-01-31	0.01	A	2420	A	3.13	A
USGS	02331600	2013-02-01	0.00	A	1330	A	2.08	A
USGS	02331600	2013-02-02	0.08	A	1110	A	1.83	A
USGS	02331600	2013-02-03	0.15	A	1060	A	1.77	A
USGS	02331600	2013-02-04	0.00	A	973	A	1.67	A
USGS	02331600	2013-02-05	0.00	A	913	A	1.61	A
USGS	02331600	2013-02-06	0.00	A	863	A	1.56	A
USGS	02331600	2013-02-07	0.26	A	836	A	1.53	A
USGS	02331600	2013-02-08	0.00	A	841	A	1.53	A
USGS	02331600	2013-02-09	0.00	A	781	A	1.46	A
USGS	02331600	2013-02-10	1.13	A	781	A	1.46	A
USGS	02331600	2013-02-11	0.39	A	1320	A	2.06	A
USGS	02331600	2013-02-12	0.16	A	1080	A	1.80	A
USGS	02331600	2013-02-13	0.04	A	1010	A	1.72	A
USGS	02331600	2013-02-14	0.00	A	909	A	1.61	A
USGS	02331600	2013-02-15	0.01	A	847	A	1.54	A
USGS	02331600	2013-02-16	0.00	A	809	A	1.50	A
USGS	02331600	2013-02-17	0.00	A	766	A	1.45	A
USGS	02331600	2013-02-18	0.00	A	737	A	1.41	A
USGS	02331600	2013-02-19	0.28	A	771	A	1.45	A
USGS	02331600	2013-02-20	0.00	A	739	A	1.42	A
USGS	02331600	2013-02-21	0.13	A	705	A	1.37	A
USGS	02331600	2013-02-22	0.83	A	1060	A	1.78	A
USGS	02331600	2013-02-23	0.40	A	1260	A	2.00	A
USGS	02331600	2013-02-24	0.00	A	1120	A	1.84	A
USGS	02331600	2013-02-25	0.03	A	949	A	1.65	A
USGS	02331600	2013-02-26	1.16	A	2440	A	3.12	A
USGS	02331600	2013-02-27	0.00	A	1770	A	2.52	A
USGS	02331600	2013-02-28	0.00	A	1280	A	2.03	A
USGS	02331600	2013-03-01	0.00	A	1100	A	1.82	A
USGS	02331600	2013-03-02	0.00	A	1020	A	1.73	A
USGS	02331600	2013-03-03	0.00	A	955	A	1.65	A
USGS	02331600	2013-03-04	0.00	A	907	A	1.60	A
USGS	02331600	2013-03-05	0.38	A	918	A	1.62	A
USGS	02331600	2013-03-06	0.00	A	1060	A	1.77	A
USGS	02331600	2013-03-07	0.00	A	901	A	1.60	A
USGS	02331600	2013-03-08	0.00	A	860	A	1.55	A
USGS	02331600	2013-03-09	0.00	A	829	A	1.52	A
USGS	02331600	2013-03-10	0.00	A	811	A	1.50	A
USGS	02331600	2013-03-11	1.19	A	842	A	1.53	A
USGS	02331600	2013-03-12	0.11	A	1570	A	2.32	A
USGS	02331600	2013-03-13	0.00	A	1100	A	1.81	A
USGS	02331600	2013-03-14	0.00	A	961	A	1.66	A
USGS	02331600	2013-03-15	0.00	A	904	A	1.60	A
USGS	02331600	2013-03-16	0.00	A	870	A	1.57	A
USGS	02331600	2013-03-17	0.00	A	837	A	1.53	A
USGS	02331600	2013-03-18	0.79	A	843	A	1.53	A
USGS	02331600	2013-03-19	0.00	A	978	A	1.68	A
USGS	02331600	2013-03-20	0.00	A	835	A	1.53	A
USGS	02331600	2013-03-21	0.00	A	799	A	1.49	A
USGS	02331600	2013-03-22	0.00	A	770	A	1.45	A
USGS	02331600	2013-03-23	0.35	A	820	A	1.51	A
USGS	02331600	2013-03-24	1.12	A	1580	A	2.31	A
USGS	02331600	2013-03-25	0.00	A	1280	A	2.02	A
USGS	02331600	2013-03-26	0.00	A	1040	A	1.75	A
USGS	02331600	2013-03-27	0.00	A	947	A	1.65	A
USGS	02331600	2013-03-28	0.00	A	888	A	1.58	A
USGS	02331600	2013-03-29	0.00	A	851	A	1.54	A
USGS	02331600	2013-03-30	0.29	A	832	A	1.52	A
USGS	02331600	2013-03-31	0.58	A	1090	A	1.81	A
USGS	02331600	2013-04-01	0.01	A	996	A	1.70	A
USGS	02331600	2013-04-02	0.00	A	888	A	1.58	A
USGS	02331600	2013-04-03	0.00	A	841	A	1.53	A
USGS	02331600	2013-04-04	0.24	A	851	A	1.54	A
USGS	02331600	2013-04-05	0.00	A	869	A	1.56	A
USGS	02331600	2013-04-06	0.00	A	811	A	1.50	A
USGS	02331600	2013-04-07	0.00	A	785	A	1.47	A
USGS	02331600	2013-04-08	0.00	A	766	A	1.45	A
USGS	02331600	2013-04-09	0.00	A	749	A	1.43	A
USGS	02331600	2013-04-10	0.00	A	737	A	1.41	A
USGS	02331600	2013-04-11	0.87	A	734	A	1.41	A
USGS	02331600	2013-04-12	0.37	A	2210	A	2.93	A
USGS	02331600	2013-04-13	0.00	A	1270	A	2.01	A
USGS	02331600	2013-04-14	0.13	A	1050	A	1.76	A
USGS	02331600	2013-04-15	0.06	A	1010	A	1.71	A
USGS	02331600	2013-04-16	0.00	A	921	A	1.62	A
USGS	02331600	2013-04-17	0.04	A	896	A	1.59	A
USGS	02331600	2013-04-18	0.01	A	1320	A	2.05	A
USGS	02331600	2013-04-19	0.60	A	1180	A	1.90	A
USGS	02331600	2013-04-20	0.00	A	1240	A	1.98	A
USGS	02331600	2013-04-21	0.00	A	1030	A	1.74	A
USGS	02331600	2013-04-22	0.00	A	949	A	1.65	A
USGS	02331600	2013-04-23	0.00	A	899	A	1.60	A
USGS	02331600	2013-04-24	0.10	A	870	A	1.56	A
USGS	02331600	2013-04-25	0.00	A	850	A	1.54	A
USGS	02331600	2013-04-26	0.00	A	801	A	1.49	A
USGS	02331600	2013-04-27	0.88	A	899	A	1.59	A
USGS	02331600	2013-04-28	2.05	A	3330	A	3.87	A
USGS	02331600	2013-04-29	0.02	A	3100	A	3.75	A
USGS	02331600	2013-04-30	0.00	A	1600	A	2.35	A
USGS	02331600	2013-05-01	0.00	A	1280	A	2.03	A
USGS	02331600	2013-05-02	0.00	A	1150	A	1.88	A
USGS	02331600	2013-05-03	0.07	A	1090	A	1.81	A
USGS	02331600	2013-05-04	0.81	A	1100	A	1.82	A
USGS	02331600	2013-05-05	1.40	A	3290	A	3.92	A
USGS	02331600	2013-05-06	0.04	A	3040	A	3.72	A
USGS	02331600	2013-05-07	0.04	A	1910	A	2.66	A
USGS	02331600	2013-05-08	0.01	A	1550	A	2.31	A
USGS	02331600	2013-05-09	0.01	A	1380	A	2.13	A
USGS	02331600	2013-05-10	0.00	A	1260	A	2.01	A
USGS	02331600	2013-05-11	0.03	A	1220	A	1.95	A
USGS	02331600	2013-05-12	0.00	A	1170	A	1.90	A
USGS	02331600	2013-05-13	0.00	A	1100	A	1.81	A
USGS	02331600	2013-05-14	0.00	A	1060	A	1.77	A
USGS	02331600	2013-05-15	0.00	A	1030	A	1.74	A
USGS	02331600	2013-05-16	0.00	A	1000	A	1.71	A
USGS	02331600	2013-05-17	0.00	A	981	A	1.68	A
USGS	02331600	2013-05-18	0.17	A	995	A	1.70	A
USGS	02331600	2013-05-19	0.58	A	1150	A	1.88	A
USGS	02331600	2013-05-20	0.00	A	1060	A	1.78	A
USGS	02331600	2013-05-21	0.01	A	1010	A	1.72	A
USGS	02331600	2013-05-22	0.01	A	1000	A	1.71	A
USGS	02331600	2013-05-23	0.13	A	1060	A	1.77	A
USGS	02331600	2013-05-24	0.01	A	938	A	1.64	A
USGS	02331600	2013-05-25	0.01	A	869	A	1.56	A
USGS	02331600	2013-05-26	0.00	A	843	A	1.54	A
USGS	02331600	2013-05-27	0.00	A	822	A	1.51	A
USGS	02331600	2013-05-28	0.00	A	802	A	1.49	A
USGS	02331600	2013-05-29	0.00	A	782	A	1.47	A
USGS	02331600	2013-05-30	0.00	A	766	A	1.45	A
USGS	02331600	2013-05-31	0.00	A	751	A	1.43	A
USGS	02331600	2013-06-01	0.00	A	744	A	1.42	A
USGS	02331600	2013-06-02	0.06	A	907	A	1.61	A
USGS	02331600	2013-06-03	0.02	A	961	A	1.66	A
USGS	02331600	2013-06-04	0.01	A	786	A	1.47	A
USGS	02331600	2013-06-05	0.86	A	752	A	1.43	A
USGS	02331600	2013-06-06	0.04	A	1300	A	2.04	A
USGS	02331600	2013-06-07	0.25	A	963	A	1.66	A
USGS	02331600	2013-06-08	0.00	A	913	A	1.61	A
USGS	02331600	2013-06-09	1.12	A	915	A	1.61	A
USGS	02331600	2013-06-10	0.42	A	2490	A	3.19	A
USGS	02331600	2013-06-11	0.52	A	1680	A	2.44	A
USGS	02331600	2013-06-12	0.00	A	1180	A	1.91	A
USGS	02331600	2013-06-13	0.11	A	1010	A	1.72	A
USGS	02331600	2013-06-14	0.00	A	1010	A	1.72	A
USGS	02331600	2013-06-15	0.00	A	868	A	1.56	A
USGS	02331600	2013-06-16	0.06	A	813	A	1.50	A
USGS	02331600	2013-06-17	0.84	A	1020	A	1.73	A
USGS	02331600	2013-06-18	0.65	A	921	A	1.62	A
USGS	02331600	2013-06-19	0.00	A	826	A	1.52	A
USGS	02331600	2013-06-20	0.00	A	764	A	1.44	A
USGS	02331600	2013-06-21	0.00	A	726	A	1.40	A
USGS	02331600	2013-06-22	0.00	A	696	A	1.36	A
USGS	02331600	2013-06-23	0.00	A	675	A	1.34	A
USGS	02331600	2013-06-24	0.00	A	664	A	1.32	A
USGS	02331600	2013-06-25	0.00	A	674	A	1.33	A
USGS	02331600	2013-06-26	0.00	A	679	A	1.34	A
USGS	02331600	2013-06-27	0.06	A	672	A	1.33	A
USGS	02331600	2013-06-28	1.63	A	685	A	1.34	A
USGS	02331600	2013-06-29	0.00	A	858	A	1.55	A
USGS	02331600	2013-06-30	0.00	A	655	A	1.31	A
USGS	02331600	2013-07-01	0.64	A	676	A	1.33	A
USGS	02331600	2013-07-02	0.02	A	780	A	1.46	A
USGS	02331600	2013-07-03	0.89	A	1060	A	1.76	A
USGS	02331600	2013-07-04	1.15	A	1960	A	2.70	A
USGS	02331600	2013-07-05	1.34	A	2370	A	3.09	A
USGS	02331600	2013-07-06	1.28	A	4500	A	4.99	A
USGS	02331600	2013-07-07	0.01	A	2990	A	3.66	A
USGS	02331600	2013-07-08	0.03	A	1770	A	2.50	A
USGS	02331600	2013-07-09	0.61	A	1500	A	2.23	A
USGS	02331600	2013-07-10	0.00	A	1550	A	2.28	A
USGS	02331600	2013-07-11	0.00	A	1370	A	2.08	A
USGS	02331600	2013-07-12	0.30	A	1260	A	1.96	A
USGS	02331600	2013-07-13	0.00	A	1240	A	1.93	A
USGS	02331600	2013-07-14	0.61	A	1240	A	1.94	A
USGS	02331600	2013-07-15	0.21	A	1400	A	2.12	A
USGS	02331600	2013-07-16	0.01	A	1180	A	1.86	A
USGS	02331600	2013-07-17	0.55	A	1080	A	1.75	A
USGS	02331600	2013-07-18	0.01	A	1820	A	2.54	A
USGS	02331600	2013-07-19	0.28	A	1250	A	1.95	A
USGS	02331600	2013-07-20	0.51	A	1320	A	2.02	A
USGS	02331600	2013-07-21	0.56	A	1320	A	2.03	A
USGS	02331600	2013-07-22	0.05	A	1370	A	2.08	A
USGS	02331600	2013-07-23	0.00	A	1170	A	1.86	A
USGS	02331600	2013-07-24	0.07	A	1080	A	1.75	A
USGS	02331600	2013-07-25	0.00	A	1080	A	1.75	A
USGS	02331600	2013-07-26	0.84	A	1100	A	1.78	A
USGS	02331600	2013-07-27	0.00	A	1210	A	1.90	A
USGS	02331600	2013-07-28	0.00	A	1070	A	1.74	A
USGS	02331600	2013-07-29	0.00	A	1040	A	1.70	A
USGS	02331600	2013-07-30	0.00	A	946	A	1.59	A
USGS	02331600	2013-07-31	0.03	A	923	A	1.56	A
USGS	02331600	2013-08-01	0.45	A	962	A	1.61	A
USGS	02331600	2013-08-02	0.00	A	883	A	1.52	A
USGS	02331600	2013-08-03	0.00	A	853	A	1.49	A
USGS	02331600	2013-08-04	0.00	A	830	A	1.46	A
USGS	02331600	2013-08-05	0.00	A	802	A	1.43	A
USGS	02331600	2013-08-06	0.00	A	796	A	1.42	A
USGS	02331600	2013-08-07	3.20	A	2020	A	2.71	A
USGS	02331600	2013-08-08	0.05	A	1510	A	2.22	A
USGS	02331600	2013-08-09	0.53	A	1200	A	1.88	A
USGS	02331600	2013-08-10	0.02	A	1480	A	2.14	A
USGS	02331600	2013-08-11	0.24	A	2470	A	3.15	A
USGS	02331600	2013-08-12	0.31	A	1440	A	2.16	A
USGS	02331600	2013-08-13	0.02	A	1180	A	1.86	A
USGS	02331600	2013-08-14	0.00	A	1050	A	1.71	A
USGS	02331600	2013-08-15	0.00	A	1030	A	1.68	A
USGS	02331600	2013-08-16	0.05	A	955	A	1.60	A
USGS	02331600	2013-08-17	0.63	A	937	A	1.58	A
USGS	02331600	2013-08-18	0.52	A	1180	A	1.86	A
USGS	02331600	2013-08-19	1.33	A	2680	A	3.34	A
USGS	02331600	2013-08-20	0.00	A	1630	A	2.36	A
USGS	02331600	2013-08-21	1.22	A	2130	A	2.84	A
USGS	02331600	2013-08-22	0.85	A	1810	A	2.54	A
USGS	02331600	2013-08-23	0.05	A	1550	A	2.28	A
USGS	02331600	2013-08-24	0.00	A	1660	A	2.38	A
USGS	02331600	2013-08-25	0.00	A	1240	A	1.94	A
USGS	02331600	2013-08-26	0.00	A	1130	A	1.81	A
USGS	02331600	2013-08-27	0.00	A	1080	A	1.75	A
USGS	02331600	2013-08-28	0.00	A	1040	A	1.70	A
USGS	02331600	2013-08-29	0.00	A	1000	A	1.65	A
USGS	02331600	2013-08-30	0.00	A	968	A	1.62	A
USGS	02331600	2013-08-31	0.00	A	992	A	1.65	A
USGS	02331600	2013-09-01	0.00	A	1020	A	1.68	A
USGS	02331600	2013-09-02	0.00	A	950	A	1.59	A
USGS	02331600	2013-09-03	0.00	A	927	A	1.57	A
USGS	02331600	2013-09-04	0.00	A	883	A	1.52	A
USGS	02331600	2013-09-05	0.00	A	858	A	1.49	A
USGS	02331600	2013-09-06	0.00	A	837	A	1.47	A
USGS	02331600	2013-09-07	0.00	A	822	A	1.45	A
USGS	02331600	2013-09-08	0.00	A	816	A	1.44	A
USGS	02331600	2013-09-09	0.00	A	789	A	1.41	A
USGS	02331600	2013-09-10	0.00	A	773	A	1.40	A
USGS	02331600	2013-09-11	0.00	A	761	A	1.38	A
USGS	02331600	2013-09-12	0.00	A	751	A	1.37	A
USGS	02331600	2013-09-13	0.00	A	745	A	1.36	A
USGS	02331600	2013-09-14	0.00	A	712	A	1.32	A
USGS	02331600	2013-09-15	0.00	A	705	A	1.31	A
USGS	02331600	2013-09-16	0.00	A	702	A	1.31	A
USGS	02331600	2013-09-17	0.00	A	674	A	1.27	A
USGS	02331600	2013-09-18	0.00	A	664	A	1.26	A
USGS	02331600	2013-09-19	0.00	A	667	A	1.27	A
USGS	02331600	2013-09-20	0.00	A	660	A	1.26	A
USGS	02331600	2013-09-21	0.97	A	767	A	1.38	A
USGS	02331600	2013-09-22	0.01	A	931	A	1.58	A
USGS	02331600	2013-09-23	0.00	A	714	A	1.32	A
USGS	02331600	2013-09-24	0.00	A	683	A	1.29	A
USGS	02331600	2013-09-25	0.91	A	1050	A	1.71	A
USGS	02331600	2013-09-26	0.00	A	906	A	1.55	A
USGS	02331600	2013-09-27	0.00	A	753	A	1.37	A
USGS	02331600	2013-09-28	0.00	A	696	A	1.30	A
USGS	02331600	2013-09-29	0.00	A	676	A	1.28	A
USGS	02331600	2013-09-30	0.00	A	665	A	1.26	A
USGS	02331600	2013-10-01	0.00	A	652	A	1.25	A
USGS	02331600	2013-10-02	0.00	A	642	A	1.23	A
USGS	02331600	2013-10-03	0.00	A	630	A	1.22	A
USGS	02331600	2013-10-04	0.00	A	617	A	1.20	A
USGS	02331600	2013-10-05	0.00	A	607	A	1.19	A
USGS	02331600	2013-10-06	1.06	A	611	A	1.19	A
USGS	02331600	2013-10-07			1070	A	1.74	A
USGS	02331600	2013-10-08			767	A	1.39	A
USGS	02331600	2013-10-09			662	A	1.26	A
USGS	02331600	2013-10-10			629	A	1.22	A
USGS	02331600	2013-10-11			611	A	1.19	A
USGS	02331600	2013-10-12			593	A	1.17	A
USGS	02331600	2013-10-13			586	A	1.16	A
USGS	02331600	2013-10-14			599	A	1.17	A
USGS	02331600	2013-10-15			589	A	1.16	A
USGS	02331600	2013-10-16			584	A	1.15	A
USGS	02331600	2013-10-17			610	A	1.19	A
USGS	02331600	2013-10-18			625	A	1.21	A
USGS	02331600	2013-10-19			586	A	1.16	A
USGS	02331600	2013-10-20			573	A	1.14	A
USGS	02331600	2013-10-21			547	A	1.10	A
USGS	02331600	2013-10-22			546	A	1.10	A
USGS	02331600	2013-10-23	0.00	A	530	A	1.08	A
USGS	02331600	2013-10-24	0.00	A	509	A	1.05	A
USGS	02331600	2013-10-25	0.00	A	506	A	1.04	A
USGS	02331600	2013-10-26	0.00	A	499	A	1.03	A
USGS	02331600	2013-10-27	0.00	A	509	A	1.04	A
USGS	02331600	2013-10-28	0.15	A	531	A	1.08	A
USGS	02331600	2013-10-29	0.00	A	526	A	1.07	A
USGS	02331600	2013-10-30	0.00	A	512	A	1.05	A
USGS	02331600	2013-10-31	0.00	A	507	A	1.04	A
USGS	02331600	2013-11-01	0.26	A	601	A	1.17	A
USGS	02331600	2013-11-02	0.00	A	571	A	1.14	A
USGS	02331600	2013-11-03	0.00	A	513	A	1.05	A
USGS	02331600	2013-11-04	0.00	A	489	A	1.01	A
USGS	02331600	2013-11-05	0.00	A	482	A	1.00	A
USGS	02331600	2013-11-06	0.00	A	488	A	1.01	A
USGS	02331600	2013-11-07	0.06	A	495	A	1.02	A
USGS	02331600	2013-11-08	0.00	A	477	A	1.00	A
USGS	02331600	2013-11-09	0.00	A	470	A	0.98	A
USGS	02331600	2013-11-10	0.00	A	470	A	0.99	A
USGS	02331600	2013-11-11	0.00	A	463	A	0.97	A
USGS	02331600	2013-11-12	0.00	A	457	A	0.96	A
USGS	02331600	2013-11-13	0.00	A	447	A	0.95	A
USGS	02331600	2013-11-14	0.00	A	449	A	0.95	A
USGS	02331600	2013-11-15	0.07	A	458	A	0.97	A
USGS	02331600	2013-11-16	0.00	A	519	A	1.06	A
USGS	02331600	2013-11-17	0.10	A	527	A	1.07	A
USGS	02331600	2013-11-18			838	A	1.47	A
USGS	02331600	2013-11-19			579	A	1.15	A
USGS	02331600	2013-11-20			518	A	1.06	A
USGS	02331600	2013-11-21			496	A	1.03	A
USGS	02331600	2013-11-22			505	A	1.04	A
USGS	02331600	2013-11-23			502	A	1.03	A
USGS	02331600	2013-11-24			474	A	0.99	A
USGS	02331600	2013-11-25			456	A	0.96	A
USGS	02331600	2013-11-26			3670	A	4.05	A
USGS	02331600	2013-11-27			2630	A	3.30	A
USGS	02331600	2013-11-28			1220	A	1.91	A
USGS	02331600	2013-11-29			959	A	1.61	A
USGS	02331600	2013-11-30			811	A	1.44	A
USGS	02331600	2013-12-01			734	A	1.35	A
USGS	02331600	2013-12-02			686	A	1.29	A
USGS	02331600	2013-12-03			671	A	1.27	A
USGS	02331600	2013-12-04			658	A	1.25	A
USGS	02331600	2013-12-05			743	A	1.36	A
USGS	02331600	2013-12-06			1760	A	2.49	A
USGS	02331600	2013-12-07	0.03	A	1820	A	2.55	A
USGS	02331600	2013-12-08	0.48	A	1270	A	1.96	A
USGS	02331600	2013-12-09	1.12	A	2560	A	3.24	A
USGS	02331600	2013-12-10	0.21	A	2000	A	2.73	A
USGS	02331600	2013-12-11	0.00	A	1410	A	2.13	A
USGS	02331600	2013-12-12	0.00	A	1180	A	1.86	A
USGS	02331600	2013-12-13	0.00	A	1050	A	1.71	A
USGS	02331600	2013-12-14	1.37	A	1550	A	2.23	A
USGS	02331600	2013-12-15	0.00	A	1450	A	2.17	A
USGS	02331600	2013-12-16	0.00	A	1140	A	1.82	A
USGS	02331600	2013-12-17	0.00	A	1030	A	1.69	A
USGS	02331600	2013-12-18	0.00	A	955	A	1.60	A
USGS	02331600	2013-12-19	0.00	A	904	A	1.54	A
USGS	02331600	2013-12-20	0.00	A	870	A	1.51	A
USGS	02331600	2013-12-21	0.16	A	890	A	1.53	A
USGS	02331600	2013-12-22	3.08	A	2790	A	3.32	A
USGS	02331600	2013-12-23	0.08	A	5520	A	5.76	A
USGS	02331600	2013-12-24	0.00	A	1950	A	2.69	A
USGS	02331600	2013-12-25	0.00	A	1470	A	2.24	A
USGS	02331600	2013-12-26	0.00	A	1280	A	2.03	A
USGS	02331600	2013-12-27	0.00	A	1150	A	1.90	A
USGS	02331600	2013-12-28	0.58	A	1080	A	1.82	A
USGS	02331600	2013-12-29	0.72	A	1670	A	2.43	A
