# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-09-23 01:20:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02331600 CHATTAHOOCHEE RIVER NEAR CORNELIA, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02331600
#            TS   parameter     statistic     Description
#         36244       00060     00003     Discharge, cubic feet per second (Mean)
#         36245       00065     00001     Gage height, feet (Maximum)
#         36246       00065     00002     Gage height, feet (Minimum)
#         36247       00065     00003     Gage height, feet (Mean)
#         36248       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	36244_00060_00003	36244_00060_00003_cd	36247_00065_00003	36247_00065_00003_cd	36248_00045_00006	36248_00045_00006_cd
USGS	02331600	2012-09-26	230	A	0.47	A	0.00	A
USGS	02331600	2012-09-27	223	A	0.45	A	0.00	A
USGS	02331600	2012-09-28	218	A	0.43	A	0.00	A
USGS	02331600	2012-09-29	218	A	0.43	A	0.01	A
USGS	02331600	2012-09-30	224	A	0.45	A	0.67	A
USGS	02331600	2012-10-01	787	A	1.27	A	3.26	A
USGS	02331600	2012-10-02	5210	A	5.50	A	0.58	A
USGS	02331600	2012-10-03	1340	A	2.08	A	0.00	A
USGS	02331600	2012-10-04	869	A	1.56	A	0.00	A
USGS	02331600	2012-10-05	666	A	1.32	A	0.00	A
USGS	02331600	2012-10-06	518	A	1.12	A	0.00	A
USGS	02331600	2012-10-07	442	A	1.00	A	0.00	A
USGS	02331600	2012-10-08	403	A	0.93	A	0.00	A
USGS	02331600	2012-10-09	381	A	0.89	A	0.00	A
USGS	02331600	2012-10-10	363	A	0.86	A	0.00	A
USGS	02331600	2012-10-11	343	A	0.82	A	0.00	A
USGS	02331600	2012-10-12	332	A	0.80	A	0.00	A
USGS	02331600	2012-10-13	323	A	0.78	A	0.00	A
USGS	02331600	2012-10-14	314	A	0.76	A	0.00	A
USGS	02331600	2012-10-15	379	A	0.88	A	0.15	A
USGS	02331600	2012-10-16	356	A	0.84	A	0.00	A
USGS	02331600	2012-10-17	318	A	0.77	A	0.00	A
USGS	02331600	2012-10-18	315	A	0.76	A	0.10	A
USGS	02331600	2012-10-19	322	A	0.78	A	0.00	A
USGS	02331600	2012-10-20	302	A	0.74	A	0.00	A
USGS	02331600	2012-10-21	294	A	0.72	A	0.00	A
USGS	02331600	2012-10-22	291	A	0.71	A	0.00	A
USGS	02331600	2012-10-23	287	A	0.70	A	0.00	A
USGS	02331600	2012-10-24	283	A	0.69	A	0.00	A
USGS	02331600	2012-10-25	283	A	0.69	A	0.00	A
USGS	02331600	2012-10-26	282	A	0.69	A	0.00	A
USGS	02331600	2012-10-27	281	A	0.69	A	0.00	A
USGS	02331600	2012-10-28	276	A	0.67	A	0.00	A
USGS	02331600	2012-10-29	271	A	0.66	A	0.00	A
USGS	02331600	2012-10-30	257	A	0.63	A	0.00	A
USGS	02331600	2012-10-31	258	A	0.63	A	0.00	A
USGS	02331600	2012-11-01	254	A	0.62	A	0.00	A
USGS	02331600	2012-11-02	255	A	0.62	A	0.00	A
USGS	02331600	2012-11-03	257	A	0.63	A	0.00	A
USGS	02331600	2012-11-04	259	A	0.63	A	0.00	A
USGS	02331600	2012-11-05	257	A	0.63	A	0.00	A
USGS	02331600	2012-11-06	276	A	0.67	A	0.34	A
USGS	02331600	2012-11-07	286	A	0.70	A	0.06	A
USGS	02331600	2012-11-08	274	A	0.67	A	0.01	A
USGS	02331600	2012-11-09	261	A	0.64	A	0.00	A
USGS	02331600	2012-11-10	254	A	0.62	A	0.00	A
USGS	02331600	2012-11-11	253	A	0.62	A	0.00	A
USGS	02331600	2012-11-12	258	A	0.63	A	0.05	A
USGS	02331600	2012-11-13	291	A	0.71	A	0.00	A
USGS	02331600	2012-11-14	264	A	0.65	A	0.01	A
USGS	02331600	2012-11-15	259	A	0.63	A	0.02	A
USGS	02331600	2012-11-16	258	A	0.63	A	0.01	A
USGS	02331600	2012-11-17	253	A	0.62	A	0.00	A
USGS	02331600	2012-11-18	246	A	0.60	A	0.00	A
USGS	02331600	2012-11-19	243	A	0.59	A	0.00	A
USGS	02331600	2012-11-20	250	A	0.61	A	0.00	A
USGS	02331600	2012-11-21	245	A	0.60	A	0.00	A
USGS	02331600	2012-11-22	242	A	0.59	A	0.00	A
USGS	02331600	2012-11-23	240	A	0.58	A	0.00	A
USGS	02331600	2012-11-24	238	A	0.58	A	0.00	A
USGS	02331600	2012-11-25	232	A	0.56	A	0.00	A
USGS	02331600	2012-11-26	232	A	0.56	A	0.00	A
USGS	02331600	2012-11-27	236	A	0.57	A	0.04	A
USGS	02331600	2012-11-28	235	A	0.57	A	0.00	A
USGS	02331600	2012-11-29	229	A	0.55	A	0.00	A
USGS	02331600	2012-11-30	227	A	0.55	A	0.00	A
USGS	02331600	2012-12-01	230	A	0.56	A	0.00	A
USGS	02331600	2012-12-02	229	A	0.56	A	0.00	A
USGS	02331600	2012-12-03	228	A	0.55	A	0.00	A
USGS	02331600	2012-12-04	228	A	0.55	A	0.00	A
USGS	02331600	2012-12-05	237	A	0.58	A	0.21	A
USGS	02331600	2012-12-06	243	A	0.59	A	0.00	A
USGS	02331600	2012-12-07	231	A	0.56	A	0.00	A
USGS	02331600	2012-12-08	239	A	0.58	A	0.44	A
USGS	02331600	2012-12-09	259	A	0.63	A	0.00	A
USGS	02331600	2012-12-10	275	A	0.67	A	0.44	A
USGS	02331600	2012-12-11	404	A	0.93	A	0.00	A
USGS	02331600	2012-12-12	286	A	0.70	A	0.00	A
USGS	02331600	2012-12-13	258	A	0.63	A	0.00	A
USGS	02331600	2012-12-14	243	A	0.59	A	0.00	A
USGS	02331600	2012-12-15	235	A	0.57	A	0.00	A
USGS	02331600	2012-12-16	258	A	0.63	A	0.95	A
USGS	02331600	2012-12-17	453	A	1.02	A	0.16	A
USGS	02331600	2012-12-18	399	A	0.92	A	0.00	A
USGS	02331600	2012-12-19	317	A	0.77	A	0.00	A
USGS	02331600	2012-12-20	807	A	1.34	A	1.70	A
USGS	02331600	2012-12-21	1180	A	1.90	A	0.00	A
USGS	02331600	2012-12-22	586	A	1.21	A	0.00	A
USGS	02331600	2012-12-23	445	A	1.00	A	0.00	A
USGS	02331600	2012-12-24	577	A	1.18	A	0.86	A
USGS	02331600	2012-12-25	630	A	1.27	A	0.40	A
USGS	02331600	2012-12-26	2500	A	3.17	A	1.09	A
USGS	02331600	2012-12-27	1240	A	1.98	A	0.00	A
USGS	02331600	2012-12-28	816	A	1.50	A	0.16	A
USGS	02331600	2012-12-29	748	A	1.43	A	0.26	A
USGS	02331600	2012-12-30	618	A	1.26	A	0.00	A
USGS	02331600	2012-12-31	545	A	1.16	A	0.00	A
USGS	02331600	2013-01-01	559	A	1.18	A	0.94	A
USGS	02331600	2013-01-02	835	A	1.53	A	0.08	A
USGS	02331600	2013-01-03	667	A	1.33	A	0.00	A
USGS	02331600	2013-01-04	574	A	1.20	A	0.00	A
USGS	02331600	2013-01-05	522	A	1.13	A	0.02	A
USGS	02331600	2013-01-06	496	A	1.08	A	0.01	A
USGS	02331600	2013-01-07	460	A	1.03	A	0.00	A
USGS	02331600	2013-01-08	437	A	0.99	A	0.00	A
USGS	02331600	2013-01-09	425	A	0.97	A	0.00	A
USGS	02331600	2013-01-10	414	A	0.95	A	0.03	A
USGS	02331600	2013-01-11	593	A	1.20	A	0.67	A
USGS	02331600	2013-01-12	950	A	1.65	A	0.00	A
USGS	02331600	2013-01-13	705	A	1.37	A	0.03	A
USGS	02331600	2013-01-14	1240	A	1.95	A	0.92	A
USGS	02331600	2013-01-15	3040	A	3.69	A	1.12	A
USGS	02331600	2013-01-16	4910	A	5.36	A	0.51	A
USGS	02331600	2013-01-17	4450	A	4.90	A	1.23	A
USGS	02331600	2013-01-18	3570	A	4.18	A	0.00	A
USGS	02331600	2013-01-19	1990	A	2.73	A	0.00	A
USGS	02331600	2013-01-20	1570	A	2.33	A	0.00	A
USGS	02331600	2013-01-21	1320	A	2.07	A	0.00	A
USGS	02331600	2013-01-22	1160	A	1.89	A	0.00	A
USGS	02331600	2013-01-23	1060	A	1.78	A	0.00	A
USGS	02331600	2013-01-24	989	A	1.69	A	0.00	A
USGS	02331600	2013-01-25	908	A	1.61	A	0.04	A
USGS	02331600	2013-01-26	876	A	1.57	A	0.00	A
USGS	02331600	2013-01-27	821	A	1.51	A	0.00	A
USGS	02331600	2013-01-28	780	A	1.46	A	0.00	A
USGS	02331600	2013-01-29	762	A	1.44	A	0.07	A
USGS	02331600	2013-01-30	1690	A	2.35	A	1.82	A
USGS	02331600	2013-01-31	2420	A	3.13	A	0.01	A
USGS	02331600	2013-02-01	1330	A	2.08	A	0.00	A
USGS	02331600	2013-02-02	1110	A	1.83	A	0.08	A
USGS	02331600	2013-02-03	1060	A	1.77	A	0.15	A
USGS	02331600	2013-02-04	973	A	1.67	A	0.00	A
USGS	02331600	2013-02-05	913	A	1.61	A	0.00	A
USGS	02331600	2013-02-06	863	A	1.56	A	0.00	A
USGS	02331600	2013-02-07	836	A	1.53	A	0.26	A
USGS	02331600	2013-02-08	841	A	1.53	A	0.00	A
USGS	02331600	2013-02-09	781	A	1.46	A	0.00	A
USGS	02331600	2013-02-10	781	A	1.46	A	1.13	A
USGS	02331600	2013-02-11	1320	A	2.06	A	0.39	A
USGS	02331600	2013-02-12	1080	A	1.80	A	0.16	A
USGS	02331600	2013-02-13	1010	A	1.72	A	0.04	A
USGS	02331600	2013-02-14	909	A	1.61	A	0.00	A
USGS	02331600	2013-02-15	847	A	1.54	A	0.01	A
USGS	02331600	2013-02-16	809	A	1.50	A	0.00	A
USGS	02331600	2013-02-17	766	A	1.45	A	0.00	A
USGS	02331600	2013-02-18	737	A	1.41	A	0.00	A
USGS	02331600	2013-02-19	771	A	1.45	A	0.28	A
USGS	02331600	2013-02-20	739	A	1.42	A	0.00	A
USGS	02331600	2013-02-21	705	A	1.37	A	0.13	A
USGS	02331600	2013-02-22	1060	A	1.78	A	0.83	A
USGS	02331600	2013-02-23	1260	A	2.00	A	0.40	A
USGS	02331600	2013-02-24	1120	A	1.84	A	0.00	A
USGS	02331600	2013-02-25	949	A	1.65	A	0.03	A
USGS	02331600	2013-02-26	2440	A	3.12	A	1.16	A
USGS	02331600	2013-02-27	1770	A	2.52	A	0.00	A
USGS	02331600	2013-02-28	1280	A	2.03	A	0.00	A
USGS	02331600	2013-03-01	1100	A	1.82	A	0.00	A
USGS	02331600	2013-03-02	1020	A	1.73	A	0.00	A
USGS	02331600	2013-03-03	955	A	1.65	A	0.00	A
USGS	02331600	2013-03-04	907	A	1.60	A	0.00	A
USGS	02331600	2013-03-05	918	A	1.62	A	0.38	A
USGS	02331600	2013-03-06	1060	A	1.77	A	0.00	A
USGS	02331600	2013-03-07	901	A	1.60	A	0.00	A
USGS	02331600	2013-03-08	860	A	1.55	A	0.00	A
USGS	02331600	2013-03-09	829	A	1.52	A	0.00	A
USGS	02331600	2013-03-10	811	A	1.50	A	0.00	A
USGS	02331600	2013-03-11	842	A	1.53	A	1.19	A
USGS	02331600	2013-03-12	1570	A	2.32	A	0.11	A
USGS	02331600	2013-03-13	1100	A	1.81	A	0.00	A
USGS	02331600	2013-03-14	961	A	1.66	A	0.00	A
USGS	02331600	2013-03-15	904	A	1.60	A	0.00	A
USGS	02331600	2013-03-16	870	A	1.57	A	0.00	A
USGS	02331600	2013-03-17	837	A	1.53	A	0.00	A
USGS	02331600	2013-03-18	843	A	1.53	A	0.79	A
USGS	02331600	2013-03-19	978	A	1.68	A	0.00	A
USGS	02331600	2013-03-20	835	A	1.53	A	0.00	A
USGS	02331600	2013-03-21	799	A	1.49	A	0.00	A
USGS	02331600	2013-03-22	770	A	1.45	A	0.00	A
USGS	02331600	2013-03-23	820	A	1.51	A	0.35	A
USGS	02331600	2013-03-24	1580	A	2.31	A	1.12	A
USGS	02331600	2013-03-25	1280	A	2.02	A	0.00	A
USGS	02331600	2013-03-26	1040	A	1.75	A	0.00	A
USGS	02331600	2013-03-27	947	A	1.65	A	0.00	A
USGS	02331600	2013-03-28	888	A	1.58	A	0.00	A
USGS	02331600	2013-03-29	851	A	1.54	A	0.00	A
USGS	02331600	2013-03-30	832	A	1.52	A	0.29	A
USGS	02331600	2013-03-31	1090	A	1.81	A	0.58	A
USGS	02331600	2013-04-01	996	A	1.70	A	0.01	A
USGS	02331600	2013-04-02	888	A	1.58	A	0.00	A
USGS	02331600	2013-04-03	841	A	1.53	A	0.00	A
USGS	02331600	2013-04-04	851	A	1.54	A	0.24	A
USGS	02331600	2013-04-05	869	A	1.56	A	0.00	A
USGS	02331600	2013-04-06	811	A	1.50	A	0.00	A
USGS	02331600	2013-04-07	785	A	1.47	A	0.00	A
USGS	02331600	2013-04-08	766	A	1.45	A	0.00	A
USGS	02331600	2013-04-09	749	A	1.43	A	0.00	A
USGS	02331600	2013-04-10	737	A	1.41	A	0.00	A
USGS	02331600	2013-04-11	734	A	1.41	A	0.87	A
USGS	02331600	2013-04-12	2210	A	2.93	A	0.37	A
USGS	02331600	2013-04-13	1270	A	2.01	A	0.00	A
USGS	02331600	2013-04-14	1050	A	1.76	A	0.13	A
USGS	02331600	2013-04-15	1010	A	1.71	A	0.06	A
USGS	02331600	2013-04-16	921	A	1.62	A	0.00	A
USGS	02331600	2013-04-17	896	A	1.59	A	0.04	A
USGS	02331600	2013-04-18	1320	A	2.05	A	0.01	A
USGS	02331600	2013-04-19	1180	A	1.90	A	0.60	A
USGS	02331600	2013-04-20	1240	A	1.98	A	0.00	A
USGS	02331600	2013-04-21	1030	A	1.74	A	0.00	A
USGS	02331600	2013-04-22	949	A	1.65	A	0.00	A
USGS	02331600	2013-04-23	899	A	1.60	A	0.00	A
USGS	02331600	2013-04-24	870	A	1.56	A	0.10	A
USGS	02331600	2013-04-25	850	A	1.54	A	0.00	A
USGS	02331600	2013-04-26	801	A	1.49	A	0.00	A
USGS	02331600	2013-04-27	899	A	1.59	A	0.88	A
USGS	02331600	2013-04-28	3330	A	3.87	A	2.05	A
USGS	02331600	2013-04-29	3100	A	3.75	A	0.02	A
USGS	02331600	2013-04-30	1600	A	2.35	A	0.00	A
USGS	02331600	2013-05-01	1280	A	2.03	A	0.00	A
USGS	02331600	2013-05-02	1150	A	1.88	A	0.00	A
USGS	02331600	2013-05-03	1090	A	1.81	A	0.07	A
USGS	02331600	2013-05-04	1100	A	1.82	A	0.81	A
USGS	02331600	2013-05-05	3290	A	3.92	A	1.40	A
USGS	02331600	2013-05-06	3040	A	3.72	A	0.04	A
USGS	02331600	2013-05-07	1910	A	2.66	A	0.04	A
USGS	02331600	2013-05-08	1550	A	2.31	A	0.01	A
USGS	02331600	2013-05-09	1380	A	2.13	A	0.01	A
USGS	02331600	2013-05-10	1260	A	2.01	A	0.00	A
USGS	02331600	2013-05-11	1220	A	1.95	A	0.03	A
USGS	02331600	2013-05-12	1170	A	1.90	A	0.00	A
USGS	02331600	2013-05-13	1100	A	1.81	A	0.00	A
USGS	02331600	2013-05-14	1060	A	1.77	A	0.00	A
USGS	02331600	2013-05-15	1030	A	1.74	A	0.00	A
USGS	02331600	2013-05-16	1000	A	1.71	A	0.00	A
USGS	02331600	2013-05-17	981	A	1.68	A	0.00	A
USGS	02331600	2013-05-18	995	A	1.70	A	0.17	A
USGS	02331600	2013-05-19	1150	A	1.88	A	0.58	A
USGS	02331600	2013-05-20	1060	A	1.78	A	0.00	A
USGS	02331600	2013-05-21	1010	A	1.72	A	0.01	A
USGS	02331600	2013-05-22	1000	A	1.71	A	0.01	A
USGS	02331600	2013-05-23	1060	A	1.77	A	0.13	A
USGS	02331600	2013-05-24	938	A	1.64	A	0.01	A
USGS	02331600	2013-05-25	869	A	1.56	A	0.01	A
USGS	02331600	2013-05-26	843	A	1.54	A	0.00	A
USGS	02331600	2013-05-27	822	A	1.51	A	0.00	A
USGS	02331600	2013-05-28	802	A	1.49	A	0.00	A
USGS	02331600	2013-05-29	782	A	1.47	A	0.00	A
USGS	02331600	2013-05-30	766	A	1.45	A	0.00	A
USGS	02331600	2013-05-31	751	A	1.43	A	0.00	A
USGS	02331600	2013-06-01	744	A	1.42	A	0.00	A
USGS	02331600	2013-06-02	907	A	1.61	A	0.06	A
USGS	02331600	2013-06-03	961	A	1.66	A	0.02	A
USGS	02331600	2013-06-04	786	A	1.47	A	0.01	A
USGS	02331600	2013-06-05	752	A	1.43	A	0.86	A
USGS	02331600	2013-06-06	1300	A	2.04	A	0.04	A
USGS	02331600	2013-06-07	963	A	1.66	A	0.25	A
USGS	02331600	2013-06-08	913	A	1.61	A	0.00	A
USGS	02331600	2013-06-09	915	A	1.61	A	1.12	A
USGS	02331600	2013-06-10	2490	A	3.19	A	0.42	A
USGS	02331600	2013-06-11	1680	A	2.44	A	0.52	A
USGS	02331600	2013-06-12	1180	A	1.91	A	0.00	A
USGS	02331600	2013-06-13	1010	A	1.72	A	0.11	A
USGS	02331600	2013-06-14	1010	A	1.72	A	0.00	A
USGS	02331600	2013-06-15	868	A	1.56	A	0.00	A
USGS	02331600	2013-06-16	813	A	1.50	A	0.06	A
USGS	02331600	2013-06-17	1020	A	1.73	A	0.84	A
USGS	02331600	2013-06-18	921	A	1.62	A	0.65	A
USGS	02331600	2013-06-19	826	A	1.52	A	0.00	A
USGS	02331600	2013-06-20	764	A	1.44	A	0.00	A
USGS	02331600	2013-06-21	726	A	1.40	A	0.00	A
USGS	02331600	2013-06-22	696	A	1.36	A	0.00	A
USGS	02331600	2013-06-23	675	A	1.34	A	0.00	A
USGS	02331600	2013-06-24	664	A	1.32	A	0.00	A
USGS	02331600	2013-06-25	674	A	1.33	A	0.00	A
USGS	02331600	2013-06-26	679	A	1.34	A	0.00	A
USGS	02331600	2013-06-27	672	A	1.33	A	0.06	A
USGS	02331600	2013-06-28	685	A	1.34	A	1.63	A
USGS	02331600	2013-06-29	858	A	1.55	A	0.00	A
USGS	02331600	2013-06-30	655	A	1.31	A	0.00	A
USGS	02331600	2013-07-01	676	A	1.33	A	0.64	A
USGS	02331600	2013-07-02	780	A	1.46	A	0.02	A
USGS	02331600	2013-07-03	1060	A	1.76	A	0.89	A
USGS	02331600	2013-07-04	1960	A	2.70	A	1.15	A
USGS	02331600	2013-07-05	2370	A	3.09	A	1.34	A
USGS	02331600	2013-07-06	4500	A	4.99	A	1.28	A
USGS	02331600	2013-07-07	2990	A	3.66	A	0.01	A
USGS	02331600	2013-07-08	1770	A	2.50	A	0.03	A
USGS	02331600	2013-07-09	1500	A	2.23	A	0.61	A
USGS	02331600	2013-07-10	1550	A	2.28	A	0.00	A
USGS	02331600	2013-07-11	1370	A	2.08	A	0.00	A
USGS	02331600	2013-07-12	1260	A	1.96	A	0.30	A
USGS	02331600	2013-07-13	1240	A	1.93	A	0.00	A
USGS	02331600	2013-07-14	1240	A	1.94	A	0.61	A
USGS	02331600	2013-07-15	1400	A	2.12	A	0.21	A
USGS	02331600	2013-07-16	1180	A	1.86	A	0.01	A
USGS	02331600	2013-07-17	1080	A	1.75	A	0.55	A
USGS	02331600	2013-07-18	1820	A	2.54	A	0.01	A
USGS	02331600	2013-07-19	1250	A	1.95	A	0.28	A
USGS	02331600	2013-07-20	1320	A	2.02	A	0.51	A
USGS	02331600	2013-07-21	1320	A	2.03	A	0.56	A
USGS	02331600	2013-07-22	1370	A	2.08	A	0.05	A
USGS	02331600	2013-07-23	1170	A	1.86	A	0.00	A
USGS	02331600	2013-07-24	1080	A	1.75	A	0.07	A
USGS	02331600	2013-07-25	1080	A	1.75	A	0.00	A
USGS	02331600	2013-07-26	1100	A	1.78	A	0.84	A
USGS	02331600	2013-07-27	1210	A	1.90	A	0.00	A
USGS	02331600	2013-07-28	1070	A	1.74	A	0.00	A
USGS	02331600	2013-07-29	1040	A	1.70	A	0.00	A
USGS	02331600	2013-07-30	946	A	1.59	A	0.00	A
USGS	02331600	2013-07-31	923	A	1.56	A	0.03	A
USGS	02331600	2013-08-01	962	A	1.61	A	0.45	A
USGS	02331600	2013-08-02	883	A	1.52	A	0.00	A
USGS	02331600	2013-08-03	853	A	1.49	A	0.00	A
USGS	02331600	2013-08-04	830	A	1.46	A	0.00	A
USGS	02331600	2013-08-05	802	A	1.43	A	0.00	A
USGS	02331600	2013-08-06	796	A	1.42	A	0.00	A
USGS	02331600	2013-08-07	2020	A	2.71	A	3.20	A
USGS	02331600	2013-08-08	1510	A	2.22	A	0.05	A
USGS	02331600	2013-08-09	1200	A	1.88	A	0.53	A
USGS	02331600	2013-08-10	1480	A	2.14	A	0.02	A
USGS	02331600	2013-08-11	2470	A	3.15	A	0.24	A
USGS	02331600	2013-08-12	1440	A	2.16	A	0.31	A
USGS	02331600	2013-08-13	1180	A	1.86	A	0.02	A
USGS	02331600	2013-08-14	1050	A	1.71	A	0.00	A
USGS	02331600	2013-08-15	1030	A	1.68	A	0.00	A
USGS	02331600	2013-08-16	955	A	1.60	A	0.05	A
USGS	02331600	2013-08-17	937	A	1.58	A	0.63	A
USGS	02331600	2013-08-18	1180	A	1.86	A	0.52	A
USGS	02331600	2013-08-19	2680	A	3.34	A	1.33	A
USGS	02331600	2013-08-20	1630	A	2.36	A	0.00	A
USGS	02331600	2013-08-21	2130	A	2.84	A	1.22	A
USGS	02331600	2013-08-22	1810	A	2.54	A	0.85	A
USGS	02331600	2013-08-23	1550	A	2.28	A	0.05	A
USGS	02331600	2013-08-24	1660	A	2.38	A	0.00	A
USGS	02331600	2013-08-25	1240	A	1.94	A	0.00	A
USGS	02331600	2013-08-26	1130	A	1.81	A	0.00	A
USGS	02331600	2013-08-27	1080	A	1.75	A	0.00	A
USGS	02331600	2013-08-28	1040	A	1.70	A	0.00	A
USGS	02331600	2013-08-29	1000	A	1.65	A	0.00	A
USGS	02331600	2013-08-30	968	A	1.62	A	0.00	A
USGS	02331600	2013-08-31	992	A	1.65	A	0.00	A
USGS	02331600	2013-09-01	1020	A	1.68	A	0.00	A
USGS	02331600	2013-09-02	950	A	1.59	A	0.00	A
USGS	02331600	2013-09-03	927	A	1.57	A	0.00	A
USGS	02331600	2013-09-04	883	A	1.52	A	0.00	A
USGS	02331600	2013-09-05	858	A	1.49	A	0.00	A
USGS	02331600	2013-09-06	837	A	1.47	A	0.00	A
USGS	02331600	2013-09-07	822	A	1.45	A	0.00	A
USGS	02331600	2013-09-08	816	A	1.44	A	0.00	A
USGS	02331600	2013-09-09	789	A	1.41	A	0.00	A
USGS	02331600	2013-09-10	773	A	1.40	A	0.00	A
USGS	02331600	2013-09-11	761	A	1.38	A	0.00	A
USGS	02331600	2013-09-12	751	A	1.37	A	0.00	A
USGS	02331600	2013-09-13	745	A	1.36	A	0.00	A
USGS	02331600	2013-09-14	712	A	1.32	A	0.00	A
USGS	02331600	2013-09-15	705	A	1.31	A	0.00	A
USGS	02331600	2013-09-16	702	A	1.31	A	0.00	A
USGS	02331600	2013-09-17	674	A	1.27	A	0.00	A
USGS	02331600	2013-09-18	664	A	1.26	A	0.00	A
USGS	02331600	2013-09-19	667	A	1.27	A	0.00	A
USGS	02331600	2013-09-20	660	A	1.26	A	0.00	A
USGS	02331600	2013-09-21	767	A	1.38	A	0.97	A
USGS	02331600	2013-09-22	931	A	1.58	A	0.01	A
USGS	02331600	2013-09-23	714	A	1.32	A	0.00	A
USGS	02331600	2013-09-24	683	A	1.29	A	0.00	A
USGS	02331600	2013-09-25	1050	A	1.71	A	0.91	A
USGS	02331600	2013-09-26	906	A	1.55	A	0.00	A
USGS	02331600	2013-09-27	753	A	1.37	A	0.00	A
USGS	02331600	2013-09-28	696	A	1.30	A	0.00	A
USGS	02331600	2013-09-29	676	A	1.28	A	0.00	A
USGS	02331600	2013-09-30	665	A	1.26	A	0.00	A
USGS	02331600	2013-10-01	652	A	1.25	A	0.00	A
USGS	02331600	2013-10-02	642	A	1.23	A	0.00	A
USGS	02331600	2013-10-03	630	A	1.22	A	0.00	A
USGS	02331600	2013-10-04	617	A	1.20	A	0.00	A
USGS	02331600	2013-10-05	607	A	1.19	A	0.00	A
USGS	02331600	2013-10-06	611	A	1.19	A	1.06	A
USGS	02331600	2013-10-07	1070	A	1.74	A		
USGS	02331600	2013-10-08	767	A	1.39	A		
USGS	02331600	2013-10-09	662	A	1.26	A		
USGS	02331600	2013-10-10	629	A	1.22	A		
USGS	02331600	2013-10-11	611	A	1.19	A		
USGS	02331600	2013-10-12	593	A	1.17	A		
USGS	02331600	2013-10-13	586	A	1.16	A		
USGS	02331600	2013-10-14	599	A	1.17	A		
USGS	02331600	2013-10-15	589	A	1.16	A		
USGS	02331600	2013-10-16	584	A	1.15	A		
USGS	02331600	2013-10-17	610	A	1.19	A		
USGS	02331600	2013-10-18	625	A	1.21	A		
USGS	02331600	2013-10-19	586	A	1.16	A		
USGS	02331600	2013-10-20	573	A	1.14	A		
USGS	02331600	2013-10-21	547	A	1.10	A		
USGS	02331600	2013-10-22	546	A	1.10	A		
USGS	02331600	2013-10-23	530	A	1.08	A	0.00	A
USGS	02331600	2013-10-24	509	A	1.05	A	0.00	A
USGS	02331600	2013-10-25	506	A	1.04	A	0.00	A
USGS	02331600	2013-10-26	499	A	1.03	A	0.00	A
USGS	02331600	2013-10-27	509	A	1.04	A	0.00	A
USGS	02331600	2013-10-28	531	A	1.08	A	0.15	A
USGS	02331600	2013-10-29	526	A	1.07	A	0.00	A
USGS	02331600	2013-10-30	512	A	1.05	A	0.00	A
USGS	02331600	2013-10-31	507	A	1.04	A	0.00	A
USGS	02331600	2013-11-01	601	A	1.17	A	0.26	A
USGS	02331600	2013-11-02	571	A	1.14	A	0.00	A
USGS	02331600	2013-11-03	513	A	1.05	A	0.00	A
USGS	02331600	2013-11-04	489	A	1.01	A	0.00	A
USGS	02331600	2013-11-05	482	A	1.00	A	0.00	A
USGS	02331600	2013-11-06	488	A	1.01	A	0.00	A
USGS	02331600	2013-11-07	495	A	1.02	A	0.06	A
USGS	02331600	2013-11-08	477	A	1.00	A	0.00	A
USGS	02331600	2013-11-09	470	A	0.98	A	0.00	A
USGS	02331600	2013-11-10	470	A	0.99	A	0.00	A
USGS	02331600	2013-11-11	463	A	0.97	A	0.00	A
USGS	02331600	2013-11-12	457	A	0.96	A	0.00	A
USGS	02331600	2013-11-13	447	A	0.95	A	0.00	A
USGS	02331600	2013-11-14	449	A	0.95	A	0.00	A
USGS	02331600	2013-11-15	458	A	0.97	A	0.07	A
USGS	02331600	2013-11-16	519	A	1.06	A	0.00	A
USGS	02331600	2013-11-17	527	A	1.07	A	0.10	A
USGS	02331600	2013-11-18	838	A	1.47	A		
USGS	02331600	2013-11-19	579	A	1.15	A		
USGS	02331600	2013-11-20	518	A	1.06	A		
USGS	02331600	2013-11-21	496	A	1.03	A		
USGS	02331600	2013-11-22	505	A	1.04	A		
USGS	02331600	2013-11-23	502	A	1.03	A		
USGS	02331600	2013-11-24	474	A	0.99	A		
USGS	02331600	2013-11-25	456	A	0.96	A		
USGS	02331600	2013-11-26	3670	A	4.05	A		
USGS	02331600	2013-11-27	2630	A	3.30	A		
USGS	02331600	2013-11-28	1220	A	1.91	A		
USGS	02331600	2013-11-29	959	A	1.61	A		
